show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
s1747,Movie,Title_747,Sanjay Leela Bhansali,South Korea,4/22/2017,2022,R,120 min,Action,A action themed movie exploring unique stories.
s1748,Movie,Title_748,Christopher Nolan,South Korea,2/19/2023,2016,R,155 min,Romance,A romance themed movie exploring unique stories.
s1749,TV Show,Title_749,Unknown,India,3/8/2019,2011,TV-G,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s1750,TV Show,Title_750,Anurag Kashyap,Canada,9/26/2019,2022,TV-14,2 Seasons,Romance,A romance themed tv show exploring unique stories.
s1751,Movie,Title_751,Zoya Akhtar,United Kingdom,5/3/2015,2015,R,145 min,Comedy,A comedy themed movie exploring unique stories.
s1752,TV Show,Title_752,Christopher Nolan,Canada,12/7/2018,2002,R,6 Seasons,Action,A action themed tv show exploring unique stories.
s1753,TV Show,Title_753,Sanjay Leela Bhansali,Canada,3/8/2018,2024,TV-G,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1754,TV Show,Title_754,Zoya Akhtar,United States,1/14/2024,2021,TV-G,8 Seasons,Action,A action themed tv show exploring unique stories.
s1755,TV Show,Title_755,Sanjay Leela Bhansali,India,2/28/2024,2008,PG-13,2 Seasons,Action,A action themed tv show exploring unique stories.
s1756,TV Show,Title_756,Zoya Akhtar,Japan,10/22/2021,2014,TV-G,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s1757,Movie,Title_757,Anurag Kashyap,South Korea,5/28/2023,2004,TV-MA,82 min,Comedy,A comedy themed movie exploring unique stories.
s1758,Movie,Title_758,Christopher Nolan,South Korea,7/15/2016,2022,TV-14,75 min,Comedy,A comedy themed movie exploring unique stories.
s1759,Movie,Title_759,Zoya Akhtar,India,12/5/2020,2012,PG-13,120 min,Drama,A drama themed movie exploring unique stories.
s1760,TV Show,Title_760,Unknown,Japan,10/4/2019,2013,TV-MA,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1761,TV Show,Title_761,Raj Kumar,South Korea,6/23/2017,2019,R,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1762,Movie,Title_762,Unknown,India,9/24/2024,2014,R,76 min,Thriller,A thriller themed movie exploring unique stories.
s1763,TV Show,Title_763,Unknown,South Korea,1/30/2016,2015,PG-13,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1764,Movie,Title_764,Raj Kumar,Canada,9/23/2019,2022,TV-G,77 min,Thriller,A thriller themed movie exploring unique stories.
s1765,Movie,Title_765,Unknown,United Kingdom,1/2/2023,2012,R,97 min,Documentary,A documentary themed movie exploring unique stories.
s1766,Movie,Title_766,Zoya Akhtar,United Kingdom,9/1/2024,2016,PG,78 min,Comedy,A comedy themed movie exploring unique stories.
s1767,TV Show,Title_767,Zoya Akhtar,South Korea,9/13/2019,2022,PG-13,5 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1768,TV Show,Title_768,Zoya Akhtar,United States,7/23/2017,2007,TV-MA,5 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1769,Movie,Title_769,Raj Kumar,Japan,1/6/2018,2020,PG-13,144 min,Drama,A drama themed movie exploring unique stories.
s1770,Movie,Title_770,Unknown,Japan,3/19/2023,2001,TV-14,160 min,Documentary,A documentary themed movie exploring unique stories.
s1771,Movie,Title_771,Raj Kumar,Japan,12/6/2018,2004,TV-G,102 min,Documentary,A documentary themed movie exploring unique stories.
s1772,Movie,Title_772,Zoya Akhtar,Canada,3/16/2015,2005,TV-G,147 min,Documentary,A documentary themed movie exploring unique stories.
s1773,TV Show,Title_773,Unknown,Japan,10/22/2015,2011,PG-13,4 Seasons,Action,A action themed tv show exploring unique stories.
s1774,TV Show,Title_774,Unknown,United Kingdom,1/21/2015,2017,R,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s1775,Movie,Title_775,Sanjay Leela Bhansali,Canada,11/17/2023,2021,R,151 min,Thriller,A thriller themed movie exploring unique stories.
s1776,Movie,Title_776,Sanjay Leela Bhansali,India,11/4/2017,2021,PG,94 min,Drama,A drama themed movie exploring unique stories.
s1777,TV Show,Title_777,Anurag Kashyap,Japan,5/19/2018,2000,PG,2 Seasons,Action,A action themed tv show exploring unique stories.
s1778,TV Show,Title_778,Christopher Nolan,Japan,7/13/2016,2016,TV-G,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1779,Movie,Title_779,Sanjay Leela Bhansali,India,1/14/2018,2010,PG,105 min,Drama,A drama themed movie exploring unique stories.
s1780,Movie,Title_780,Raj Kumar,Japan,3/18/2018,2009,TV-MA,165 min,Documentary,A documentary themed movie exploring unique stories.
s1781,Movie,Title_781,Sanjay Leela Bhansali,India,1/7/2016,2018,PG,67 min,Thriller,A thriller themed movie exploring unique stories.
s1782,TV Show,Title_782,Anurag Kashyap,Canada,7/20/2020,2013,TV-MA,1 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1783,TV Show,Title_783,Unknown,United Kingdom,9/21/2024,2009,PG,7 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1784,TV Show,Title_784,Anurag Kashyap,India,3/28/2017,2014,TV-G,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s1785,Movie,Title_785,Unknown,United States,3/20/2018,2018,TV-G,151 min,Action,A action themed movie exploring unique stories.
s1786,Movie,Title_786,Unknown,India,3/10/2018,2003,TV-MA,157 min,Comedy,A comedy themed movie exploring unique stories.
s1787,TV Show,Title_787,Christopher Nolan,Japan,12/28/2017,2001,PG-13,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s1788,TV Show,Title_788,Sanjay Leela Bhansali,Canada,7/7/2018,2008,TV-G,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1789,Movie,Title_789,Raj Kumar,South Korea,7/4/2020,2009,PG-13,105 min,Thriller,A thriller themed movie exploring unique stories.
s1790,TV Show,Title_790,Raj Kumar,Canada,4/25/2017,2010,R,8 Seasons,Action,A action themed tv show exploring unique stories.
s1791,TV Show,Title_791,Zoya Akhtar,South Korea,6/14/2020,2013,TV-MA,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1792,Movie,Title_792,Unknown,India,6/4/2016,2006,TV-G,158 min,Action,A action themed movie exploring unique stories.
s1793,TV Show,Title_793,Raj Kumar,United Kingdom,1/6/2016,2022,TV-14,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1794,Movie,Title_794,Christopher Nolan,United States,12/13/2018,2014,R,153 min,Action,A action themed movie exploring unique stories.
s1795,Movie,Title_795,Unknown,Canada,4/11/2015,2021,PG-13,158 min,Thriller,A thriller themed movie exploring unique stories.
s1796,Movie,Title_796,Christopher Nolan,Japan,10/22/2016,2018,TV-G,110 min,Documentary,A documentary themed movie exploring unique stories.
s1797,Movie,Title_797,Raj Kumar,South Korea,8/9/2019,2021,TV-MA,111 min,Drama,A drama themed movie exploring unique stories.
s1798,Movie,Title_798,Raj Kumar,Japan,4/4/2023,2014,PG,176 min,Documentary,A documentary themed movie exploring unique stories.
s1799,Movie,Title_799,Zoya Akhtar,United Kingdom,8/31/2015,2023,TV-14,107 min,Comedy,A comedy themed movie exploring unique stories.
s1800,Movie,Title_800,Raj Kumar,South Korea,9/1/2022,2007,PG-13,119 min,Drama,A drama themed movie exploring unique stories.
s1801,TV Show,Title_801,Unknown,Canada,5/26/2016,2010,R,5 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1802,Movie,Title_802,Unknown,India,12/6/2022,2008,TV-MA,65 min,Action,A action themed movie exploring unique stories.
s1803,Movie,Title_803,Unknown,Japan,2/15/2022,2014,TV-14,165 min,Drama,A drama themed movie exploring unique stories.
s1804,TV Show,Title_804,Zoya Akhtar,United Kingdom,9/2/2023,2000,TV-MA,4 Seasons,Action,A action themed tv show exploring unique stories.
s1805,TV Show,Title_805,Zoya Akhtar,Canada,3/23/2021,2000,TV-G,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1806,TV Show,Title_806,Raj Kumar,Canada,3/22/2019,2018,PG,8 Seasons,Action,A action themed tv show exploring unique stories.
s1807,Movie,Title_807,Anurag Kashyap,Canada,3/11/2021,2002,R,168 min,Action,A action themed movie exploring unique stories.
s1808,TV Show,Title_808,Anurag Kashyap,Canada,7/28/2022,2009,TV-MA,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1809,Movie,Title_809,Zoya Akhtar,South Korea,10/15/2020,2007,PG-13,80 min,Documentary,A documentary themed movie exploring unique stories.
s1810,Movie,Title_810,Raj Kumar,Canada,1/31/2016,2014,TV-G,70 min,Romance,A romance themed movie exploring unique stories.
s1811,Movie,Title_811,Anurag Kashyap,Japan,9/3/2016,2009,TV-G,106 min,Action,A action themed movie exploring unique stories.
s1812,Movie,Title_812,Raj Kumar,United Kingdom,6/11/2023,2000,R,67 min,Action,A action themed movie exploring unique stories.
s1813,TV Show,Title_813,Raj Kumar,South Korea,6/14/2018,2017,TV-G,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1814,TV Show,Title_814,Raj Kumar,Canada,2/1/2020,2001,PG-13,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1815,Movie,Title_815,Sanjay Leela Bhansali,United States,2/8/2017,2018,TV-MA,135 min,Drama,A drama themed movie exploring unique stories.
s1816,Movie,Title_816,Unknown,United States,11/23/2018,2012,R,174 min,Comedy,A comedy themed movie exploring unique stories.
s1817,Movie,Title_817,Raj Kumar,United Kingdom,2/11/2016,2021,TV-G,178 min,Romance,A romance themed movie exploring unique stories.
s1818,TV Show,Title_818,Sanjay Leela Bhansali,India,2/20/2023,2000,TV-G,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1819,Movie,Title_819,Zoya Akhtar,India,2/16/2020,2001,PG-13,92 min,Thriller,A thriller themed movie exploring unique stories.
s1820,Movie,Title_820,Anurag Kashyap,South Korea,2/12/2019,2015,PG,135 min,Documentary,A documentary themed movie exploring unique stories.
s1821,TV Show,Title_821,Unknown,South Korea,5/18/2022,2014,PG,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1822,TV Show,Title_822,Anurag Kashyap,South Korea,3/19/2021,2012,TV-G,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1823,Movie,Title_823,Unknown,India,3/25/2018,2015,TV-MA,89 min,Documentary,A documentary themed movie exploring unique stories.
s1824,TV Show,Title_824,Anurag Kashyap,United States,10/15/2016,2016,R,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1825,TV Show,Title_825,Unknown,India,10/11/2021,2020,TV-G,1 Seasons,Action,A action themed tv show exploring unique stories.
s1826,Movie,Title_826,Anurag Kashyap,Japan,3/27/2018,2006,TV-14,65 min,Action,A action themed movie exploring unique stories.
s1827,TV Show,Title_827,Anurag Kashyap,Canada,9/3/2017,2023,R,1 Seasons,Action,A action themed tv show exploring unique stories.
s1828,Movie,Title_828,Anurag Kashyap,South Korea,12/10/2018,2016,PG,61 min,Action,A action themed movie exploring unique stories.
s1829,TV Show,Title_829,Anurag Kashyap,United States,5/12/2023,2006,TV-G,1 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1830,Movie,Title_830,Zoya Akhtar,United Kingdom,4/20/2024,2012,PG-13,176 min,Romance,A romance themed movie exploring unique stories.
s1831,Movie,Title_831,Raj Kumar,United Kingdom,8/15/2021,2004,TV-14,73 min,Action,A action themed movie exploring unique stories.
s1832,Movie,Title_832,Christopher Nolan,Canada,9/29/2018,2016,TV-G,153 min,Drama,A drama themed movie exploring unique stories.
s1833,TV Show,Title_833,Sanjay Leela Bhansali,United States,2/16/2024,2002,TV-MA,8 Seasons,Action,A action themed tv show exploring unique stories.
s1834,Movie,Title_834,Christopher Nolan,India,3/8/2024,2006,TV-14,177 min,Romance,A romance themed movie exploring unique stories.
s1835,TV Show,Title_835,Christopher Nolan,India,12/7/2022,2016,TV-G,8 Seasons,Action,A action themed tv show exploring unique stories.
s1836,Movie,Title_836,Unknown,Japan,12/13/2022,2006,TV-MA,79 min,Thriller,A thriller themed movie exploring unique stories.
s1837,Movie,Title_837,Raj Kumar,Japan,8/17/2015,2020,TV-14,66 min,Comedy,A comedy themed movie exploring unique stories.
s1838,TV Show,Title_838,Unknown,India,5/16/2021,2000,TV-MA,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1839,Movie,Title_839,Raj Kumar,United Kingdom,3/8/2020,2016,TV-MA,147 min,Romance,A romance themed movie exploring unique stories.
s1840,Movie,Title_840,Raj Kumar,South Korea,8/6/2018,2016,TV-14,137 min,Comedy,A comedy themed movie exploring unique stories.
s1841,TV Show,Title_841,Anurag Kashyap,United Kingdom,12/6/2017,2010,TV-14,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1842,Movie,Title_842,Zoya Akhtar,Japan,9/1/2017,2024,TV-MA,164 min,Drama,A drama themed movie exploring unique stories.
s1843,Movie,Title_843,Anurag Kashyap,Canada,10/5/2019,2002,PG,172 min,Romance,A romance themed movie exploring unique stories.
s1844,Movie,Title_844,Zoya Akhtar,India,12/30/2023,2014,TV-14,134 min,Romance,A romance themed movie exploring unique stories.
s1845,Movie,Title_845,Unknown,Japan,1/27/2017,2020,TV-G,74 min,Comedy,A comedy themed movie exploring unique stories.
s1846,TV Show,Title_846,Zoya Akhtar,Japan,6/23/2023,2010,R,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1847,TV Show,Title_847,Unknown,South Korea,11/17/2015,2015,PG-13,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1848,Movie,Title_848,Christopher Nolan,India,5/10/2021,2024,TV-MA,135 min,Documentary,A documentary themed movie exploring unique stories.
s1849,TV Show,Title_849,Christopher Nolan,South Korea,7/9/2016,2021,TV-MA,1 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1850,Movie,Title_850,Zoya Akhtar,India,4/23/2017,2008,PG-13,160 min,Action,A action themed movie exploring unique stories.
s1851,TV Show,Title_851,Zoya Akhtar,South Korea,8/29/2018,2023,PG,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1852,Movie,Title_852,Unknown,United Kingdom,10/18/2018,2023,PG-13,72 min,Romance,A romance themed movie exploring unique stories.
s1853,Movie,Title_853,Anurag Kashyap,Canada,10/29/2016,2000,TV-14,129 min,Drama,A drama themed movie exploring unique stories.
s1854,Movie,Title_854,Unknown,Canada,5/6/2023,2024,PG-13,89 min,Action,A action themed movie exploring unique stories.
s1855,Movie,Title_855,Anurag Kashyap,India,8/24/2021,2021,TV-MA,157 min,Drama,A drama themed movie exploring unique stories.
s1856,Movie,Title_856,Christopher Nolan,United States,7/21/2022,2015,PG-13,110 min,Documentary,A documentary themed movie exploring unique stories.
s1857,Movie,Title_857,Raj Kumar,Japan,4/26/2020,2008,R,145 min,Romance,A romance themed movie exploring unique stories.
s1858,TV Show,Title_858,Zoya Akhtar,Japan,6/27/2020,2018,TV-G,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1859,Movie,Title_859,Anurag Kashyap,India,4/14/2020,2011,TV-14,172 min,Romance,A romance themed movie exploring unique stories.
s1860,TV Show,Title_860,Unknown,South Korea,9/11/2024,2018,PG-13,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s1861,Movie,Title_861,Christopher Nolan,United States,1/15/2017,2021,TV-MA,64 min,Drama,A drama themed movie exploring unique stories.
s1862,TV Show,Title_862,Anurag Kashyap,United Kingdom,11/5/2016,2008,TV-G,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s1863,TV Show,Title_863,Unknown,South Korea,12/3/2020,2006,TV-14,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s1864,TV Show,Title_864,Zoya Akhtar,South Korea,4/6/2022,2013,TV-MA,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1865,Movie,Title_865,Zoya Akhtar,India,12/1/2017,2018,PG,96 min,Drama,A drama themed movie exploring unique stories.
s1866,Movie,Title_866,Sanjay Leela Bhansali,India,8/23/2021,2018,R,90 min,Documentary,A documentary themed movie exploring unique stories.
s1867,TV Show,Title_867,Raj Kumar,Japan,12/22/2023,2001,PG,1 Seasons,Action,A action themed tv show exploring unique stories.
s1868,Movie,Title_868,Sanjay Leela Bhansali,India,11/18/2021,2008,R,145 min,Romance,A romance themed movie exploring unique stories.
s1869,TV Show,Title_869,Christopher Nolan,India,5/16/2021,2012,PG-13,3 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1870,Movie,Title_870,Anurag Kashyap,India,9/9/2016,2014,TV-14,89 min,Thriller,A thriller themed movie exploring unique stories.
s1871,TV Show,Title_871,Christopher Nolan,Japan,12/5/2020,2002,PG-13,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1872,TV Show,Title_872,Unknown,United Kingdom,1/22/2024,2010,R,5 Seasons,Action,A action themed tv show exploring unique stories.
s1873,Movie,Title_873,Zoya Akhtar,United Kingdom,6/14/2021,2020,R,121 min,Comedy,A comedy themed movie exploring unique stories.
s1874,TV Show,Title_874,Sanjay Leela Bhansali,India,8/28/2024,2013,R,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s1875,Movie,Title_875,Sanjay Leela Bhansali,Japan,9/16/2024,2024,TV-G,116 min,Romance,A romance themed movie exploring unique stories.
s1876,TV Show,Title_876,Sanjay Leela Bhansali,United Kingdom,11/17/2020,2007,TV-MA,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1877,TV Show,Title_877,Christopher Nolan,South Korea,4/27/2021,2017,TV-14,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s1878,Movie,Title_878,Zoya Akhtar,United Kingdom,9/19/2017,2018,PG-13,118 min,Documentary,A documentary themed movie exploring unique stories.
s1879,Movie,Title_879,Anurag Kashyap,United Kingdom,8/21/2018,2015,PG-13,71 min,Romance,A romance themed movie exploring unique stories.
s1880,Movie,Title_880,Unknown,Japan,10/9/2018,2001,PG,86 min,Thriller,A thriller themed movie exploring unique stories.
s1881,TV Show,Title_881,Anurag Kashyap,South Korea,10/13/2015,2007,R,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s1882,Movie,Title_882,Christopher Nolan,Japan,7/3/2021,2021,R,110 min,Action,A action themed movie exploring unique stories.
s1883,TV Show,Title_883,Unknown,India,9/10/2023,2005,R,7 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1884,TV Show,Title_884,Sanjay Leela Bhansali,Canada,10/11/2020,2011,PG-13,3 Seasons,Action,A action themed tv show exploring unique stories.
s1885,Movie,Title_885,Raj Kumar,United Kingdom,11/17/2016,2014,PG,81 min,Comedy,A comedy themed movie exploring unique stories.
s1886,Movie,Title_886,Christopher Nolan,Canada,7/29/2018,2024,TV-MA,94 min,Documentary,A documentary themed movie exploring unique stories.
s1887,TV Show,Title_887,Christopher Nolan,Japan,1/4/2019,2007,TV-G,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s1888,TV Show,Title_888,Zoya Akhtar,Japan,3/18/2024,2003,TV-14,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s1889,Movie,Title_889,Anurag Kashyap,Japan,1/7/2017,2014,TV-MA,149 min,Comedy,A comedy themed movie exploring unique stories.
s1890,Movie,Title_890,Christopher Nolan,Canada,6/6/2023,2019,PG-13,134 min,Thriller,A thriller themed movie exploring unique stories.
s1891,Movie,Title_891,Christopher Nolan,Japan,5/10/2022,2024,TV-G,176 min,Romance,A romance themed movie exploring unique stories.
s1892,Movie,Title_892,Sanjay Leela Bhansali,India,3/3/2023,2016,TV-G,69 min,Action,A action themed movie exploring unique stories.
s1893,Movie,Title_893,Sanjay Leela Bhansali,Japan,8/30/2023,2012,TV-G,83 min,Documentary,A documentary themed movie exploring unique stories.
s1894,TV Show,Title_894,Unknown,United States,5/12/2020,2017,R,8 Seasons,Action,A action themed tv show exploring unique stories.
s1895,TV Show,Title_895,Raj Kumar,Canada,12/6/2023,2001,TV-14,2 Seasons,Action,A action themed tv show exploring unique stories.
s1896,TV Show,Title_896,Zoya Akhtar,United States,3/9/2020,2012,PG-13,1 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1897,TV Show,Title_897,Raj Kumar,Japan,11/28/2021,2012,PG-13,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1898,Movie,Title_898,Unknown,India,10/22/2024,2021,TV-G,148 min,Drama,A drama themed movie exploring unique stories.
s1899,Movie,Title_899,Sanjay Leela Bhansali,United Kingdom,1/25/2019,2014,PG-13,84 min,Action,A action themed movie exploring unique stories.
s1900,Movie,Title_900,Anurag Kashyap,South Korea,10/1/2020,2019,TV-14,91 min,Romance,A romance themed movie exploring unique stories.
s1901,TV Show,Title_901,Sanjay Leela Bhansali,South Korea,9/2/2022,2009,TV-14,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1902,TV Show,Title_902,Zoya Akhtar,Japan,4/30/2016,2002,PG,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1903,Movie,Title_903,Sanjay Leela Bhansali,India,2/22/2019,2018,PG,135 min,Documentary,A documentary themed movie exploring unique stories.
s1904,Movie,Title_904,Zoya Akhtar,Canada,6/24/2020,2002,TV-MA,92 min,Drama,A drama themed movie exploring unique stories.
s1905,TV Show,Title_905,Zoya Akhtar,United States,10/19/2018,2021,TV-14,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1906,TV Show,Title_906,Zoya Akhtar,United States,9/19/2023,2013,TV-14,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1907,Movie,Title_907,Unknown,United States,9/22/2021,2007,TV-14,138 min,Drama,A drama themed movie exploring unique stories.
s1908,Movie,Title_908,Zoya Akhtar,Canada,10/27/2017,2022,PG,104 min,Drama,A drama themed movie exploring unique stories.
s1909,TV Show,Title_909,Zoya Akhtar,South Korea,11/1/2019,2003,TV-G,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s1910,Movie,Title_910,Anurag Kashyap,India,10/29/2016,2019,TV-G,64 min,Thriller,A thriller themed movie exploring unique stories.
s1911,Movie,Title_911,Raj Kumar,Canada,5/5/2018,2010,PG-13,69 min,Comedy,A comedy themed movie exploring unique stories.
s1912,Movie,Title_912,Christopher Nolan,United States,4/14/2017,2010,TV-G,108 min,Romance,A romance themed movie exploring unique stories.
s1913,TV Show,Title_913,Raj Kumar,Japan,5/25/2017,2010,R,2 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1914,TV Show,Title_914,Zoya Akhtar,United Kingdom,8/11/2021,2001,PG,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s1915,TV Show,Title_915,Anurag Kashyap,Canada,9/28/2017,2016,TV-14,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1916,TV Show,Title_916,Sanjay Leela Bhansali,Canada,9/7/2015,2008,TV-G,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s1917,TV Show,Title_917,Anurag Kashyap,India,4/23/2020,2001,PG,5 Seasons,Romance,A romance themed tv show exploring unique stories.
s1918,TV Show,Title_918,Zoya Akhtar,India,6/7/2019,2023,TV-G,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1919,TV Show,Title_919,Anurag Kashyap,Canada,6/17/2018,2014,TV-MA,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1920,Movie,Title_920,Anurag Kashyap,United States,8/24/2021,2015,TV-14,137 min,Action,A action themed movie exploring unique stories.
s1921,Movie,Title_921,Zoya Akhtar,United Kingdom,5/21/2017,2024,TV-MA,110 min,Action,A action themed movie exploring unique stories.
s1922,Movie,Title_922,Unknown,India,4/14/2017,2003,TV-14,77 min,Action,A action themed movie exploring unique stories.
s1923,Movie,Title_923,Anurag Kashyap,United States,9/12/2024,2007,PG,156 min,Romance,A romance themed movie exploring unique stories.
s1924,Movie,Title_924,Christopher Nolan,Japan,9/23/2022,2008,PG-13,60 min,Comedy,A comedy themed movie exploring unique stories.
s1925,Movie,Title_925,Christopher Nolan,India,7/7/2017,2004,TV-G,95 min,Romance,A romance themed movie exploring unique stories.
s1926,Movie,Title_926,Anurag Kashyap,United States,9/21/2019,2015,TV-G,127 min,Documentary,A documentary themed movie exploring unique stories.
s1927,TV Show,Title_927,Unknown,United States,11/7/2021,2012,R,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1928,TV Show,Title_928,Sanjay Leela Bhansali,United Kingdom,8/10/2021,2006,TV-MA,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s1929,Movie,Title_929,Zoya Akhtar,United Kingdom,8/6/2018,2019,TV-G,87 min,Romance,A romance themed movie exploring unique stories.
s1930,Movie,Title_930,Christopher Nolan,Japan,3/12/2020,2016,PG,112 min,Drama,A drama themed movie exploring unique stories.
s1931,TV Show,Title_931,Sanjay Leela Bhansali,United States,2/7/2016,2002,PG-13,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1932,Movie,Title_932,Anurag Kashyap,South Korea,10/6/2020,2004,PG,135 min,Drama,A drama themed movie exploring unique stories.
s1933,Movie,Title_933,Sanjay Leela Bhansali,United States,1/12/2022,2018,TV-MA,66 min,Romance,A romance themed movie exploring unique stories.
s1934,TV Show,Title_934,Raj Kumar,United Kingdom,8/20/2018,2011,R,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1935,Movie,Title_935,Christopher Nolan,South Korea,2/12/2018,2006,TV-G,166 min,Thriller,A thriller themed movie exploring unique stories.
s1936,TV Show,Title_936,Anurag Kashyap,India,7/29/2015,2008,PG,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1937,Movie,Title_937,Zoya Akhtar,India,11/30/2017,2005,TV-14,107 min,Documentary,A documentary themed movie exploring unique stories.
s1938,TV Show,Title_938,Unknown,Canada,3/26/2017,2016,PG-13,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1939,TV Show,Title_939,Anurag Kashyap,United Kingdom,1/29/2021,2015,PG,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1940,TV Show,Title_940,Zoya Akhtar,Canada,8/22/2015,2022,PG-13,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1941,Movie,Title_941,Unknown,South Korea,3/3/2017,2002,TV-G,121 min,Action,A action themed movie exploring unique stories.
s1942,TV Show,Title_942,Unknown,United Kingdom,3/22/2020,2020,TV-14,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s1943,Movie,Title_943,Anurag Kashyap,Japan,6/2/2019,2003,R,87 min,Drama,A drama themed movie exploring unique stories.
s1944,Movie,Title_944,Sanjay Leela Bhansali,United States,10/11/2022,2009,R,78 min,Thriller,A thriller themed movie exploring unique stories.
s1945,Movie,Title_945,Sanjay Leela Bhansali,Japan,7/6/2024,2004,TV-14,109 min,Comedy,A comedy themed movie exploring unique stories.
s1946,Movie,Title_946,Unknown,South Korea,7/8/2023,2020,PG-13,84 min,Documentary,A documentary themed movie exploring unique stories.
s1947,TV Show,Title_947,Sanjay Leela Bhansali,United Kingdom,12/6/2020,2021,TV-G,5 Seasons,Action,A action themed tv show exploring unique stories.
s1948,TV Show,Title_948,Raj Kumar,South Korea,12/1/2015,2009,PG,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1949,Movie,Title_949,Unknown,United States,9/21/2018,2011,TV-14,86 min,Drama,A drama themed movie exploring unique stories.
s1950,Movie,Title_950,Unknown,India,11/19/2024,2009,TV-MA,170 min,Romance,A romance themed movie exploring unique stories.
s1951,TV Show,Title_951,Zoya Akhtar,India,6/28/2019,2012,PG-13,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1952,Movie,Title_952,Sanjay Leela Bhansali,South Korea,1/2/2018,2010,R,92 min,Romance,A romance themed movie exploring unique stories.
s1953,TV Show,Title_953,Unknown,Canada,4/29/2018,2021,TV-14,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
